Gene stable ID	Transcript stable ID	Gene description	GO term accession	GO term name
AAEL012199	AAEL012199-RA	lipase 1 precursor [Source:VB Community Annotation]	GO:0016042	lipid catabolic process
AAEL006487	AAEL006487-RA	sodium/solute symporter [Source:VB Community Annotation]	GO:0016020	membrane
AAEL006487	AAEL006487-RA	sodium/solute symporter [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL006487	AAEL006487-RA	sodium/solute symporter [Source:VB Community Annotation]	GO:0005215	transporter activity
AAEL006487	AAEL006487-RA	sodium/solute symporter [Source:VB Community Annotation]	GO:0006810	transport
AAEL006487	AAEL006487-RA	sodium/solute symporter [Source:VB Community Annotation]	GO:0055085	transmembrane transport
AAEL001774	AAEL001774-RA			
AAEL002389	AAEL002389-RA	gamma-secretase subunit aph-1 [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL002389	AAEL002389-RA	gamma-secretase subunit aph-1 [Source:VB Community Annotation]	GO:0016485	protein processing
AAEL002389	AAEL002389-RA	gamma-secretase subunit aph-1 [Source:VB Community Annotation]	GO:0043085	positive regulation of catalytic activity
AAEL013797	AAEL013797-RB		GO:0005524	ATP binding
AAEL013797	AAEL013797-RB		GO:0008017	microtubule binding
AAEL013797	AAEL013797-RB		GO:0003777	microtubule motor activity
AAEL013797	AAEL013797-RB		GO:0007018	microtubule-based movement
AAEL001447	AAEL001447-RA		GO:0016021	integral component of membrane
AAEL014895	AAEL014895-RA	M protein type, putative [Source:VB Community Annotation]	GO:0007034	vacuolar transport
AAEL010750	AAEL010750-RA			
AAEL010750	AAEL010750-RB		GO:0005622	intracellular
AAEL010750	AAEL010750-RB		GO:0046872	metal ion binding
AAEL010750	AAEL010750-RB		GO:0035556	intracellular signal transduction
AAEL004403	AAEL004403-RA			
AAEL013904	AAEL013904-RA	3-hydroxyisobutyrate dehydrogenase [Source:UniProtKB/TrEMBL;Acc:Q16HU0]	GO:0016491	oxidoreductase activity
AAEL013904	AAEL013904-RA	3-hydroxyisobutyrate dehydrogenase [Source:UniProtKB/TrEMBL;Acc:Q16HU0]	GO:0055114	oxidation-reduction process
AAEL013904	AAEL013904-RA	3-hydroxyisobutyrate dehydrogenase [Source:UniProtKB/TrEMBL;Acc:Q16HU0]	GO:0051287	NAD binding
AAEL013904	AAEL013904-RA	3-hydroxyisobutyrate dehydrogenase [Source:UniProtKB/TrEMBL;Acc:Q16HU0]	GO:0004616	phosphogluconate dehydrogenase (decarboxylating) activity
AAEL013904	AAEL013904-RA	3-hydroxyisobutyrate dehydrogenase [Source:UniProtKB/TrEMBL;Acc:Q16HU0]	GO:0008442	3-hydroxyisobutyrate dehydrogenase activity
AAEL013904	AAEL013904-RA	3-hydroxyisobutyrate dehydrogenase [Source:UniProtKB/TrEMBL;Acc:Q16HU0]	GO:0006574	valine catabolic process
AAEL015610	AAEL015610-RA			
AAEL015453	AAEL015453-RA		GO:0003676	nucleic acid binding
AAEL014265	AAEL014265-RA		GO:0005488	binding
AAEL006475	AAEL006475-RA		GO:0008270	zinc ion binding
AAEL006475	AAEL006475-RA		GO:0003676	nucleic acid binding
AAEL011575	AAEL011575-RA		GO:0008270	zinc ion binding
AAEL011575	AAEL011575-RA		GO:0005515	protein binding
AAEL015043	AAEL015043-RA	hormone receptor hr3 [Source:VB Community Annotation]	GO:0003677	DNA binding
AAEL015043	AAEL015043-RA	hormone receptor hr3 [Source:VB Community Annotation]	GO:0003707	steroid hormone receptor activity
AAEL015043	AAEL015043-RA	hormone receptor hr3 [Source:VB Community Annotation]	GO:0006355	regulation of transcription, DNA-templated
AAEL015043	AAEL015043-RA	hormone receptor hr3 [Source:VB Community Annotation]	GO:0005634	nucleus
AAEL015043	AAEL015043-RA	hormone receptor hr3 [Source:VB Community Annotation]	GO:0006351	transcription, DNA-templated
AAEL015043	AAEL015043-RA	hormone receptor hr3 [Source:VB Community Annotation]	GO:0043401	steroid hormone mediated signaling pathway
AAEL015043	AAEL015043-RA	hormone receptor hr3 [Source:VB Community Annotation]	GO:0004887	thyroid hormone receptor activity
AAEL003931	AAEL003931-RA			
AAEL011401	AAEL011401-RA			
AAEL013872	AAEL013872-RA		GO:0016021	integral component of membrane
AAEL010807	AAEL010807-RA	Histone-lysine N-methyltransferase [Source:UniProtKB/TrEMBL;Acc:Q16RX0]	GO:0005634	nucleus
AAEL010807	AAEL010807-RA	Histone-lysine N-methyltransferase [Source:UniProtKB/TrEMBL;Acc:Q16RX0]	GO:0003676	nucleic acid binding
AAEL010807	AAEL010807-RA	Histone-lysine N-methyltransferase [Source:UniProtKB/TrEMBL;Acc:Q16RX0]	GO:0008168	methyltransferase activity
AAEL010807	AAEL010807-RA	Histone-lysine N-methyltransferase [Source:UniProtKB/TrEMBL;Acc:Q16RX0]	GO:0005515	protein binding
AAEL006736	AAEL006736-RA		GO:0016021	integral component of membrane
AAEL006736	AAEL006736-RA		GO:0005515	protein binding
AAEL013134	AAEL013134-RA	DNA-directed RNA polymerase I largest subunit [Source:VB Community Annotation]	GO:0003677	DNA binding
AAEL013134	AAEL013134-RA	DNA-directed RNA polymerase I largest subunit [Source:VB Community Annotation]	GO:0008270	zinc ion binding
AAEL013134	AAEL013134-RA	DNA-directed RNA polymerase I largest subunit [Source:VB Community Annotation]	GO:0005634	nucleus
AAEL013134	AAEL013134-RA	DNA-directed RNA polymerase I largest subunit [Source:VB Community Annotation]	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
AAEL013134	AAEL013134-RA	DNA-directed RNA polymerase I largest subunit [Source:VB Community Annotation]	GO:0006351	transcription, DNA-templated
AAEL013014	AAEL013014-RA	zinc finger protein [Source:VB Community Annotation]	GO:0008270	zinc ion binding
AAEL013014	AAEL013014-RA	zinc finger protein [Source:VB Community Annotation]	GO:0005634	nucleus
AAEL013014	AAEL013014-RA	zinc finger protein [Source:VB Community Annotation]	GO:0003676	nucleic acid binding
AAEL007927	AAEL007927-RA			
AAEL013853	AAEL013853-RA	C-Type Lectin (CTL) - galactose binding. [Source:VB Community Annotation]		
AAEL013853	AAEL013853-RB	C-Type Lectin (CTL) - galactose binding. [Source:VB Community Annotation]		
AAEL005637	AAEL005637-RA	vegetatible incompatibility protein HET-E-1, putative [Source:VB Community Annotation]	GO:0005515	protein binding
AAEL011517	AAEL011517-RA	beta-hexosaminidase [Source:VB Community Annotation]	GO:0005975	carbohydrate metabolic process
AAEL011517	AAEL011517-RA	beta-hexosaminidase [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL011517	AAEL011517-RA	beta-hexosaminidase [Source:VB Community Annotation]	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
AAEL011517	AAEL011517-RA	beta-hexosaminidase [Source:VB Community Annotation]	GO:0004563	beta-N-acetylhexosaminidase activity
AAEL006626	AAEL006626-RA			
AAEL000282	AAEL000282-RA	syntaxin, putative [Source:VB Community Annotation]	GO:0016020	membrane
AAEL000282	AAEL000282-RA	syntaxin, putative [Source:VB Community Annotation]	GO:0016192	vesicle-mediated transport
AAEL017990	AAEL017990-RA			
AAEL007315	AAEL007315-RA	symbol, putative [Source:VB Community Annotation]	GO:0005975	carbohydrate metabolic process
AAEL007315	AAEL007315-RA	symbol, putative [Source:VB Community Annotation]	GO:0003824	catalytic activity
AAEL007315	AAEL007315-RA	symbol, putative [Source:VB Community Annotation]	GO:0016853	isomerase activity
AAEL007315	AAEL007315-RA	symbol, putative [Source:VB Community Annotation]	GO:0030246	carbohydrate binding
AAEL006300	AAEL006300-RA	P53 induced protein [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL009892	AAEL009892-RA			
AAEL012233	AAEL012233-RA			
AAEL011641	AAEL011641-RA	transferrin [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL011641	AAEL011641-RA	transferrin [Source:VB Community Annotation]	GO:0005615	extracellular space
AAEL006251	AAEL006251-RA	Ubiquitin-fold modifier 1 Precursor [Source:VB Community Annotation]		
AAEL014499	AAEL014499-RA		GO:0008270	zinc ion binding
AAEL014499	AAEL014499-RA		GO:0005634	nucleus
AAEL014499	AAEL014499-RA		GO:0046872	metal ion binding
AAEL014499	AAEL014499-RA		GO:0003676	nucleic acid binding
AAEL013157	AAEL013157-RA		GO:0016021	integral component of membrane
AAEL005012	AAEL005012-RA		GO:0016020	membrane
AAEL005012	AAEL005012-RA		GO:0006811	ion transport
AAEL005012	AAEL005012-RA		GO:0016021	integral component of membrane
AAEL005012	AAEL005012-RA		GO:0004970	ionotropic glutamate receptor activity
AAEL005012	AAEL005012-RA		GO:0004872	receptor activity
AAEL005012	AAEL005012-RA		GO:0005216	ion channel activity
AAEL015618	AAEL015618-RA			
AAEL005279	AAEL005279-RA	methionyl-tRNA formyltransferase [Source:VB Community Annotation]	GO:0003824	catalytic activity
AAEL005279	AAEL005279-RA	methionyl-tRNA formyltransferase [Source:VB Community Annotation]	GO:0009058	biosynthetic process
AAEL005279	AAEL005279-RA	methionyl-tRNA formyltransferase [Source:VB Community Annotation]	GO:0016742	hydroxymethyl-, formyl- and related transferase activity
AAEL005279	AAEL005279-RA	methionyl-tRNA formyltransferase [Source:VB Community Annotation]	GO:0071951	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA
AAEL005279	AAEL005279-RA	methionyl-tRNA formyltransferase [Source:VB Community Annotation]	GO:0004479	methionyl-tRNA formyltransferase activity
AAEL014314	AAEL014314-RA	DNA primase [Source:UniProtKB/TrEMBL;Acc:Q16GN9]	GO:0003896	DNA primase activity
AAEL014314	AAEL014314-RA	DNA primase [Source:UniProtKB/TrEMBL;Acc:Q16GN9]	GO:0006269	DNA replication, synthesis of RNA primer
AAEL013581	AAEL013581-RA	valacyclovir hydrolase [Source:VB Community Annotation]		
AAEL011824	AAEL011824-RA	gamma glutamyl transpeptidases [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL011824	AAEL011824-RA	gamma glutamyl transpeptidases [Source:VB Community Annotation]	GO:0036374	glutathione hydrolase activity
AAEL011824	AAEL011824-RA	gamma glutamyl transpeptidases [Source:VB Community Annotation]	GO:0006751	glutathione catabolic process
AAEL011824	AAEL011824-RA	gamma glutamyl transpeptidases [Source:VB Community Annotation]	GO:0016740	transferase activity
AAEL002109	AAEL002109-RA			
AAEL009007	AAEL009007-RA		GO:0042302	structural constituent of cuticle
AAEL006465	AAEL006465-RA	odorant receptor (Or44) [Source:VB Community Annotation]	GO:0016020	membrane
AAEL006465	AAEL006465-RA	odorant receptor (Or44) [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL006465	AAEL006465-RA	odorant receptor (Or44) [Source:VB Community Annotation]	GO:0005886	plasma membrane
AAEL006465	AAEL006465-RA	odorant receptor (Or44) [Source:VB Community Annotation]	GO:0004984	olfactory receptor activity
AAEL006465	AAEL006465-RA	odorant receptor (Or44) [Source:VB Community Annotation]	GO:0005549	odorant binding
AAEL006465	AAEL006465-RA	odorant receptor (Or44) [Source:VB Community Annotation]	GO:0007608	sensory perception of smell
AAEL002366	AAEL002366-RA		GO:0005515	protein binding
AAEL017203	AAEL017203-RA			
AAEL000357	AAEL000357-RA	cytochrome P450 [Source:VB Community Annotation]	GO:0055114	oxidation-reduction process
AAEL000357	AAEL000357-RA	cytochrome P450 [Source:VB Community Annotation]	GO:0004497	monooxygenase activity
AAEL000357	AAEL000357-RA	cytochrome P450 [Source:VB Community Annotation]	GO:0005506	iron ion binding
AAEL000357	AAEL000357-RA	cytochrome P450 [Source:VB Community Annotation]	GO:0020037	heme binding
AAEL000357	AAEL000357-RA	cytochrome P450 [Source:VB Community Annotation]	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
AAEL000762	AAEL000762-RA	leucine-rich immune protein (Coil-less) [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL000762	AAEL000762-RA	leucine-rich immune protein (Coil-less) [Source:VB Community Annotation]	GO:0005515	protein binding
AAEL017978	AAEL017978-RA	heat shock protein HSP70 [Source:VB Community Annotation]	GO:0005524	ATP binding
AAEL015087	AAEL015087-RA	serine protease [Source:VB Community Annotation]	GO:0006508	proteolysis
AAEL015087	AAEL015087-RA	serine protease [Source:VB Community Annotation]	GO:0004252	serine-type endopeptidase activity
AAEL012033	AAEL012033-RA		GO:0007165	signal transduction
AAEL007942	AAEL007942-RA	fibrinogen and fibronectin [Source:VB Community Annotation]		
AAEL000537	AAEL000537-RA			
AAEL009229	AAEL009229-RA	mitochondrial citrate transport protein, putative [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL009229	AAEL009229-RA	mitochondrial citrate transport protein, putative [Source:VB Community Annotation]	GO:0055085	transmembrane transport
AAEL000871	AAEL000871-RA	Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:Q17MY8]	GO:0016021	integral component of membrane
AAEL000871	AAEL000871-RA	Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:Q17MY8]	GO:0006629	lipid metabolic process
AAEL000871	AAEL000871-RA	Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:Q17MY8]	GO:0080019	fatty-acyl-CoA reductase (alcohol-forming) activity
AAEL018225	AAEL018225-RA		GO:0006355	regulation of transcription, DNA-templated
AAEL018225	AAEL018225-RA		GO:0016021	integral component of membrane
AAEL018226	AAEL018226-RA		GO:0005634	nucleus
AAEL018226	AAEL018226-RA		GO:0003700	transcription factor activity, sequence-specific DNA binding
AAEL018226	AAEL018226-RA		GO:0006351	transcription, DNA-templated
AAEL018226	AAEL018226-RA		GO:0003676	nucleic acid binding
AAEL002739	AAEL002739-RA		GO:0008270	zinc ion binding
AAEL002739	AAEL002739-RA		GO:0005634	nucleus
AAEL002739	AAEL002739-RA		GO:0003676	nucleic acid binding
AAEL002739	AAEL002739-RB		GO:0008270	zinc ion binding
AAEL002739	AAEL002739-RB		GO:0005634	nucleus
AAEL002739	AAEL002739-RB		GO:0003676	nucleic acid binding
AAEL014869	AAEL014869-RA	DNA-directed RNA polymerase I 16 kDa polypeptide [Source:VB Community Annotation]	GO:0003677	DNA binding
AAEL014869	AAEL014869-RA	DNA-directed RNA polymerase I 16 kDa polypeptide [Source:VB Community Annotation]	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
AAEL014869	AAEL014869-RA	DNA-directed RNA polymerase I 16 kDa polypeptide [Source:VB Community Annotation]	GO:0006351	transcription, DNA-templated
AAEL014869	AAEL014869-RA	DNA-directed RNA polymerase I 16 kDa polypeptide [Source:VB Community Annotation]	GO:0046983	protein dimerization activity
AAEL011360	AAEL011360-RA	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q16Q94]	GO:0006412	translation
AAEL011360	AAEL011360-RA	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q16Q94]	GO:0005524	ATP binding
AAEL011360	AAEL011360-RA	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q16Q94]	GO:0005739	mitochondrion
AAEL011360	AAEL011360-RA	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q16Q94]	GO:0006450	regulation of translational fidelity
AAEL011360	AAEL011360-RA	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q16Q94]	GO:0016874	ligase activity
AAEL005863	AAEL005863-RA		GO:0051726	regulation of cell cycle
AAEL005099	AAEL005099-RA	rap GTPase-activating protein [Source:VB Community Annotation]	GO:0005096	GTPase activator activity
AAEL005099	AAEL005099-RA	rap GTPase-activating protein [Source:VB Community Annotation]	GO:0051056	regulation of small GTPase mediated signal transduction
AAEL005099	AAEL005099-RA	rap GTPase-activating protein [Source:VB Community Annotation]	GO:0005515	protein binding
AAEL015427	AAEL015427-RA			
AAEL010492	AAEL010492-RA		GO:0008270	zinc ion binding
AAEL010492	AAEL010492-RA		GO:0005634	nucleus
AAEL010492	AAEL010492-RA		GO:0003676	nucleic acid binding
AAEL000944	AAEL000944-RA			
AAEL001583	AAEL001583-RA			
AAEL003470	AAEL003470-RA		GO:0016020	membrane
AAEL003470	AAEL003470-RA		GO:0016021	integral component of membrane
AAEL003470	AAEL003470-RA		GO:0006814	sodium ion transport
AAEL003470	AAEL003470-RA		GO:0005272	sodium channel activity
AAEL007620	AAEL007620-RA			
AAEL005298	AAEL005298-RA			
AAEL008277	AAEL008277-RA	WNT3 precursor, putative [Source:VB Community Annotation]	GO:0007275	multicellular organism development
AAEL008277	AAEL008277-RA	WNT3 precursor, putative [Source:VB Community Annotation]	GO:0005576	extracellular region
AAEL008277	AAEL008277-RA	WNT3 precursor, putative [Source:VB Community Annotation]	GO:0005578	proteinaceous extracellular matrix
AAEL008277	AAEL008277-RA	WNT3 precursor, putative [Source:VB Community Annotation]	GO:0005102	receptor binding
AAEL008277	AAEL008277-RA	WNT3 precursor, putative [Source:VB Community Annotation]	GO:0016055	Wnt signaling pathway
AAEL015434	AAEL015434-RA	U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit related-protein 2 [Source:VB Community Annotation]	GO:0003723	RNA binding
AAEL015434	AAEL015434-RA	U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit related-protein 2 [Source:VB Community Annotation]	GO:0046872	metal ion binding
AAEL015434	AAEL015434-RA	U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit related-protein 2 [Source:VB Community Annotation]	GO:0003676	nucleic acid binding
AAEL015434	AAEL015434-RA	U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit related-protein 2 [Source:VB Community Annotation]	GO:0000398	mRNA splicing, via spliceosome
AAEL015434	AAEL015434-RA	U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit related-protein 2 [Source:VB Community Annotation]	GO:0089701	U2AF
AAEL012219	AAEL012219-RA	ubiquitin specific protease [Source:VB Community Annotation]	GO:0006511	ubiquitin-dependent protein catabolic process
AAEL012219	AAEL012219-RA	ubiquitin specific protease [Source:VB Community Annotation]	GO:0036459	thiol-dependent ubiquitinyl hydrolase activity
AAEL012219	AAEL012219-RA	ubiquitin specific protease [Source:VB Community Annotation]	GO:0016579	protein deubiquitination
AAEL001408	AAEL001408-RA			
AAEL007242	AAEL007242-RA		GO:0005488	binding
