NCBI gene ID	Gene description	GOSlim GOA Accession(s)	GOSlim GOA Description
5574484	Proteasome subunit beta [Source:UniProtKB/TrEMBL;Acc:Q17IE3]	GO:0005634	nucleus
5574484	Proteasome subunit beta [Source:UniProtKB/TrEMBL;Acc:Q17IE3]	GO:0043226	organelle
5574484	Proteasome subunit beta [Source:UniProtKB/TrEMBL;Acc:Q17IE3]	GO:0005737	cytoplasm
5565195		GO:0005737	cytoplasm
5565195		GO:0005739	mitochondrion
5565195		GO:0043226	organelle
5565195		GO:0005623	cell
5565195		GO:0005575	cellular_component
5565195		GO:0005622	intracellular
5565195		GO:0022857	transmembrane transporter activity
5565195		GO:0055085	transmembrane transport
5565195		GO:0008150	biological_process
5565195		GO:0006810	transport
5565195		GO:0003674	molecular_function
5574669		GO:0003674	molecular_function
5579182	Ctl transporter [Source:UniProtKB/TrEMBL;Acc:A0A1S4F6B7]	GO:0005575	cellular_component
5574951	metalloproteinase, putative [Source:VB Community Annotation]	GO:0008233	peptidase activity
5574951	metalloproteinase, putative [Source:VB Community Annotation]	GO:0043167	ion binding
5574951	metalloproteinase, putative [Source:VB Community Annotation]	GO:0008150	biological_process
5574951	metalloproteinase, putative [Source:VB Community Annotation]	GO:0003674	molecular_function
110677938		GO:0003674	molecular_function
5567635		GO:0003674	molecular_function
5577403	low molecular weight protein-tyrosine-phosphatase [Source:VB Community Annotation]	GO:0003674	molecular_function
5577403	low molecular weight protein-tyrosine-phosphatase [Source:VB Community Annotation]	GO:0016791	phosphatase activity
5577403	low molecular weight protein-tyrosine-phosphatase [Source:VB Community Annotation]	GO:0005737	cytoplasm
5577403	low molecular weight protein-tyrosine-phosphatase [Source:VB Community Annotation]	GO:0005575	cellular_component
5577403	low molecular weight protein-tyrosine-phosphatase [Source:VB Community Annotation]	GO:0005623	cell
5577403	low molecular weight protein-tyrosine-phosphatase [Source:VB Community Annotation]	GO:0005622	intracellular
5577403	low molecular weight protein-tyrosine-phosphatase [Source:VB Community Annotation]	GO:0008150	biological_process
5577403	low molecular weight protein-tyrosine-phosphatase [Source:VB Community Annotation]	GO:0006464	cellular protein modification process
5575147	Mitochondrial inner membrane protease ATP23 [Source:UniProtKB/TrEMBL;Acc:A0A1S4EVL9]	GO:0043167	ion binding
5575147	Mitochondrial inner membrane protease ATP23 [Source:UniProtKB/TrEMBL;Acc:A0A1S4EVL9]	GO:0003674	molecular_function
5575147	Mitochondrial inner membrane protease ATP23 [Source:UniProtKB/TrEMBL;Acc:A0A1S4EVL9]	GO:0008233	peptidase activity
5577267	charged multivesicular body protein [Source:VB Community Annotation]	GO:0007034	vacuolar transport
5577267	charged multivesicular body protein [Source:VB Community Annotation]	GO:0008150	biological_process
5577267	charged multivesicular body protein [Source:VB Community Annotation]	GO:0006810	transport
5568783	Sugar transporter [Source:UniProtKB/TrEMBL;Acc:A0A1S4FFK3]	GO:0006810	transport
5568783	Sugar transporter [Source:UniProtKB/TrEMBL;Acc:A0A1S4FFK3]	GO:0008150	biological_process
5568783	Sugar transporter [Source:UniProtKB/TrEMBL;Acc:A0A1S4FFK3]	GO:0055085	transmembrane transport
5568783	Sugar transporter [Source:UniProtKB/TrEMBL;Acc:A0A1S4FFK3]	GO:0022857	transmembrane transporter activity
5568783	Sugar transporter [Source:UniProtKB/TrEMBL;Acc:A0A1S4FFK3]	GO:0005575	cellular_component
5568783	Sugar transporter [Source:UniProtKB/TrEMBL;Acc:A0A1S4FFK3]	GO:0003674	molecular_function
5566412	glucosyl/glucuronosyl transferases [Source:VB Community Annotation]	GO:0003674	molecular_function
5566412	glucosyl/glucuronosyl transferases [Source:VB Community Annotation]	GO:0016757	transferase activity, transferring glycosyl groups
5579000	exportin, putative [Source:VB Community Annotation]	GO:0006810	transport
5579000	exportin, putative [Source:VB Community Annotation]	GO:0006913	nucleocytoplasmic transport
5579000	exportin, putative [Source:VB Community Annotation]	GO:0008150	biological_process
5579000	exportin, putative [Source:VB Community Annotation]	GO:0019899	enzyme binding
5579000	exportin, putative [Source:VB Community Annotation]	GO:0008565	protein transporter activity
5579000	exportin, putative [Source:VB Community Annotation]	GO:0003674	molecular_function
5571276		GO:0005575	cellular_component
5567615		GO:0008150	biological_process
5567615		GO:0006464	cellular protein modification process
5572965		GO:0008150	biological_process
5572965		GO:0016491	oxidoreductase activity
5572965		GO:0003674	molecular_function
5572965		GO:0005575	cellular_component
5575094	DNA polymerase theta [Source:VB Community Annotation]	GO:0003674	molecular_function
5575094	DNA polymerase theta [Source:VB Community Annotation]	GO:0043167	ion binding
110681310		GO:0003674	molecular_function
110681310		GO:0005575	cellular_component
110681310		GO:0022857	transmembrane transporter activity
110681310		GO:0055085	transmembrane transport
110681310		GO:0006810	transport
110681310		GO:0008150	biological_process
5576016		GO:0005575	cellular_component
5577673		GO:0005575	cellular_component
5568481	folate carrier protein [Source:VB Community Annotation]	GO:0005575	cellular_component
5568481	folate carrier protein [Source:VB Community Annotation]	GO:0005622	intracellular
5568481	folate carrier protein [Source:VB Community Annotation]	GO:0005739	mitochondrion
5568481	folate carrier protein [Source:VB Community Annotation]	GO:0043226	organelle
5568481	folate carrier protein [Source:VB Community Annotation]	GO:0005737	cytoplasm
5568481	folate carrier protein [Source:VB Community Annotation]	GO:0005623	cell
5568481	folate carrier protein [Source:VB Community Annotation]	GO:0022857	transmembrane transporter activity
5568481	folate carrier protein [Source:VB Community Annotation]	GO:0055085	transmembrane transport
5568481	folate carrier protein [Source:VB Community Annotation]	GO:0006810	transport
5568481	folate carrier protein [Source:VB Community Annotation]	GO:0008150	biological_process
5568481	folate carrier protein [Source:VB Community Annotation]	GO:0003674	molecular_function
5575006		GO:0003674	molecular_function
5575006		GO:0016491	oxidoreductase activity
5572931	sodium/potassium-dependent ATPase beta-2 subunit [Source:VB Community Annotation]	GO:0008150	biological_process
5572931	sodium/potassium-dependent ATPase beta-2 subunit [Source:VB Community Annotation]	GO:0006810	transport
5572931	sodium/potassium-dependent ATPase beta-2 subunit [Source:VB Community Annotation]	GO:0032991	protein-containing complex
5572931	sodium/potassium-dependent ATPase beta-2 subunit [Source:VB Community Annotation]	GO:0005886	plasma membrane
5572931	sodium/potassium-dependent ATPase beta-2 subunit [Source:VB Community Annotation]	GO:0005623	cell
5572931	sodium/potassium-dependent ATPase beta-2 subunit [Source:VB Community Annotation]	GO:0005575	cellular_component
5569280		GO:0005575	cellular_component
5566057	protein kinase c-binding protein nell1 [Source:VB Community Annotation]	GO:0043167	ion binding
5566057	protein kinase c-binding protein nell1 [Source:VB Community Annotation]	GO:0003674	molecular_function
5574696		GO:0005575	cellular_component
5574696		GO:0005576	extracellular region
5574696		GO:0008150	biological_process
5574696		GO:0003674	molecular_function
5573836		GO:0003674	molecular_function
5570088		GO:0005575	cellular_component
5568047		GO:0005575	cellular_component
5579374	Protein-L-isoaspartate O-methyltransferase [Source:UniProtKB/TrEMBL;Acc:Q1DGR8]	GO:0008168	methyltransferase activity
5579374	Protein-L-isoaspartate O-methyltransferase [Source:UniProtKB/TrEMBL;Acc:Q1DGR8]	GO:0003674	molecular_function
5579374	Protein-L-isoaspartate O-methyltransferase [Source:UniProtKB/TrEMBL;Acc:Q1DGR8]	GO:0006464	cellular protein modification process
5579374	Protein-L-isoaspartate O-methyltransferase [Source:UniProtKB/TrEMBL;Acc:Q1DGR8]	GO:0008150	biological_process
5565787	kinesin light chain 1 and [Source:VB Community Annotation]	GO:0032991	protein-containing complex
5565787	kinesin light chain 1 and [Source:VB Community Annotation]	GO:0005856	cytoskeleton
5565787	kinesin light chain 1 and [Source:VB Community Annotation]	GO:0043226	organelle
5565787	kinesin light chain 1 and [Source:VB Community Annotation]	GO:0005575	cellular_component
5565787	kinesin light chain 1 and [Source:VB Community Annotation]	GO:0005623	cell
5565787	kinesin light chain 1 and [Source:VB Community Annotation]	GO:0005622	intracellular
5565787	kinesin light chain 1 and [Source:VB Community Annotation]	GO:0003674	molecular_function
5573014	IMD pathway signalling  Fas-Associated Death Domain  (FADD). [Source:VB Community Annotation]	GO:0003674	molecular_function
5573014	IMD pathway signalling  Fas-Associated Death Domain  (FADD). [Source:VB Community Annotation]	GO:0008150	biological_process
5573014	IMD pathway signalling  Fas-Associated Death Domain  (FADD). [Source:VB Community Annotation]	GO:0007165	signal transduction
5566942		GO:0009058	biosynthetic process
5566942		GO:0005975	carbohydrate metabolic process
5566942		GO:0008150	biological_process
5566942		GO:0006464	cellular protein modification process
5566942		GO:0003674	molecular_function
5566942		GO:0016757	transferase activity, transferring glycosyl groups
5566942		GO:0005575	cellular_component
110679729		GO:0005634	nucleus
110679729		GO:0065003	protein-containing complex assembly
110679729		GO:0051276	chromosome organization
110679729		GO:0022607	cellular component assembly
110679729		GO:0008150	biological_process
110679729		GO:0003677	DNA binding
110679729		GO:0005575	cellular_component
110679729		GO:0005694	chromosome
110679729		GO:0005622	intracellular
110679729		GO:0005623	cell
110679729		GO:0032991	protein-containing complex
110679729		GO:0043226	organelle
110679729		GO:0003674	molecular_function
5569007	Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:Q172R4]	GO:0003674	molecular_function
5569007	Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:Q172R4]	GO:0005575	cellular_component
5569007	Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:Q172R4]	GO:0016491	oxidoreductase activity
5569007	Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:Q172R4]	GO:0006629	lipid metabolic process
5569007	Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:Q172R4]	GO:0008150	biological_process
5564056	cystathionine beta-lyase [Source:VB Community Annotation]	GO:0043167	ion binding
5564056	cystathionine beta-lyase [Source:VB Community Annotation]	GO:0003674	molecular_function
5566999	elastase, putative [Source:VB Community Annotation]	GO:0003674	molecular_function
5566999	elastase, putative [Source:VB Community Annotation]	GO:0005576	extracellular region
5566999	elastase, putative [Source:VB Community Annotation]	GO:0008233	peptidase activity
5566999	elastase, putative [Source:VB Community Annotation]	GO:0005575	cellular_component
5566999	elastase, putative [Source:VB Community Annotation]	GO:0008150	biological_process
5564156	acyl-coa dehydrogenase [Source:VB Community Annotation]	GO:0043167	ion binding
5564156	acyl-coa dehydrogenase [Source:VB Community Annotation]	GO:0008150	biological_process
5564156	acyl-coa dehydrogenase [Source:VB Community Annotation]	GO:0016491	oxidoreductase activity
5564156	acyl-coa dehydrogenase [Source:VB Community Annotation]	GO:0003674	molecular_function
5566217	methionyl-tRNA formyltransferase [Source:VB Community Annotation]	GO:0003674	molecular_function
5566217	methionyl-tRNA formyltransferase [Source:VB Community Annotation]	GO:0006464	cellular protein modification process
5566217	methionyl-tRNA formyltransferase [Source:VB Community Annotation]	GO:0006412	translation
5566217	methionyl-tRNA formyltransferase [Source:VB Community Annotation]	GO:0009058	biosynthetic process
5566217	methionyl-tRNA formyltransferase [Source:VB Community Annotation]	GO:0006399	tRNA metabolic process
5566217	methionyl-tRNA formyltransferase [Source:VB Community Annotation]	GO:0034641	cellular nitrogen compound metabolic process
5566217	methionyl-tRNA formyltransferase [Source:VB Community Annotation]	GO:0008150	biological_process
5566155		GO:0008150	biological_process
5566155		GO:0044281	small molecule metabolic process
5566155		GO:0009058	biosynthetic process
5566155		GO:0006629	lipid metabolic process
5566155		GO:0016829	lyase activity
5566155		GO:0003674	molecular_function
5566155		GO:0005575	cellular_component
5566155		GO:0005623	cell
5566155		GO:0005622	intracellular
5566155		GO:0005737	cytoplasm
5566155		GO:0005783	endoplasmic reticulum
5566155		GO:0043226	organelle
110678069	glutathione transferase [Source:VB Community Annotation]	GO:0003674	molecular_function
110678240	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0003674	molecular_function
110678240	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0032991	protein-containing complex
110678240	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0043226	organelle
110678240	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005622	intracellular
110678240	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005623	cell
110678240	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005694	chromosome
110678240	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005575	cellular_component
110678240	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0003677	DNA binding
110678240	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0008150	biological_process
110678240	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0051276	chromosome organization
110678240	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0022607	cellular component assembly
110678240	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0034641	cellular nitrogen compound metabolic process
110678240	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0065003	protein-containing complex assembly
110678240	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0009058	biosynthetic process
110678240	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005634	nucleus
5578949	tetraspanin, putative [Source:VB Community Annotation]	GO:0005575	cellular_component
5563698	pickpocket [Source:VB Community Annotation]	GO:0005575	cellular_component
5563698	pickpocket [Source:VB Community Annotation]	GO:0022857	transmembrane transporter activity
5563698	pickpocket [Source:VB Community Annotation]	GO:0003674	molecular_function
5563698	pickpocket [Source:VB Community Annotation]	GO:0006810	transport
5563698	pickpocket [Source:VB Community Annotation]	GO:0008150	biological_process
5563698	pickpocket [Source:VB Community Annotation]	GO:0055085	transmembrane transport
5575082	ribose-5-phosphate isomerase [Source:VB Community Annotation]	GO:0008150	biological_process
5575082	ribose-5-phosphate isomerase [Source:VB Community Annotation]	GO:0034641	cellular nitrogen compound metabolic process
5575082	ribose-5-phosphate isomerase [Source:VB Community Annotation]	GO:0044281	small molecule metabolic process
5575082	ribose-5-phosphate isomerase [Source:VB Community Annotation]	GO:0051186	cofactor metabolic process
5575082	ribose-5-phosphate isomerase [Source:VB Community Annotation]	GO:0016853	isomerase activity
5575082	ribose-5-phosphate isomerase [Source:VB Community Annotation]	GO:0003674	molecular_function
5572241	set domain protein [Source:VB Community Annotation]	GO:0003674	molecular_function
5572241	set domain protein [Source:VB Community Annotation]	GO:0003677	DNA binding
